"audit_id","ticker","time_published","title","manual_label","source","url","manual_reason","split","article_uid"
"MAG7-0076","AMZN","2024-12-04 11:45:00+00:00","SailPoint Now Runs on AWS Through the AWS Asia Pacific - Mumbai Region to Support Demand for Identity Security in India","Not Relevant","Business Standard","https://www.business-standard.com/content/press-releases-ani/sailpoint-now-runs-on-aws-through-the-aws-asia-pacific-mumbai-region-to-support-demand-for-identity-security-in-india-124120400757_1.html","Direct commercial or supply link","held_out_test","da50cbd018c811b2889ea6134b6ec63d"
"MAG7-0106","AMZN","2025-02-13 04:51:27+00:00","Docker’s new CEO is former Oracle Cloud exec Don Johnson","Not Relevant","TechCrunch","https://techcrunch.com/2025/02/13/former-oracle-cloud-exec-don-johnson-takes-over-as-dockers-new-ceo/","No direct company mechanism","development","cee00439e1613322b8c62c6255f10c35"
"MAG7-0065","AMZN","2025-04-22 02:25:05+00:00","Amazon, Target & Kroger shoppers to get part of $22.5m raw chicken settlement","Not Relevant","The Sun","https://www.the-sun.com/money/14084721/amazon-target-kroger-shoppers-get-chicken-settlement/","No direct company mechanism","held_out_test","260489fbef1c610b9caaf7513ea4d003"
"MAG7-0081","AMZN","2025-04-30 22:26:00+00:00","News | JBG Smith shifts sales focus to apartments as DC office pricing remains 'historically distressed'","Not Relevant","CoStar","https://www.costar.com/article/1215040607/jbg-smith-shifts-sales-focus-to-apartments-as-dc-office-pricing-remains-historically-distressed","No direct company mechanism","development","d74c33679c6dc162bff8768330c03dc8"
"MAG7-0120","AMZN","2025-06-02 22:49:00+00:00","Interim Kohl's CEO Michael Bender outlines strategy for national retailer - Bizwomen","Not Relevant","The Business Journals","https://www.bizjournals.com/stlouis/bizwomen/news/latest-news/2025/06/kohls-interim-ceo-maintains-existing-strategies-q1.html","No direct company mechanism","development","08dbd00608cefd2193f3c1f1e6ee9afa"
"MAG7-0091","AMZN","2025-06-06 22:33:12+00:00","eBay Charges Sellers Ad Fees Months After Sales In Apparent Attribution Snafu","Not Relevant","Value Added Resource","https://www.valueaddedresource.net/ebay-charges-sellers-ad-fees-months-after-sales/","No direct company mechanism","development","f160387aba9f82bc43e3ebbbfef89ecc"
"MAG7-0075","AMZN","2025-06-11 22:34:37+00:00","Keep cool and save: Get a free smart thermostat this summer on us","Not Relevant","Entergy","https://www.entergy.com/blog/keep-cool-and-save-get-a-free-smart-thermostat-this-summer-on-us","No direct company mechanism","held_out_test","ab048e916f9a9b911c788a65f51d8c69"
"MAG7-0080","AMZN","2025-08-21 16:28:49+00:00","Innovative Eyewear Increases Sales, Brand Cachet With Reebok Licensing Deal","Not Relevant","Chief Marketer","https://www.chiefmarketer.com/reebok-sells-sporty-smart-glasses-from-innovative-eyewear-inc/","No direct company mechanism","development","630fb1384be26627b1ee67220b9629d0"
"MAG7-0109","AMZN","2025-08-29 18:42:59+00:00","Orion, Blink Charging, Applied Digital, Domo, and Urban Outfitters Shares Are Falling, What You Need To Know","Not Relevant","TradingView","https://www.tradingview.com/news/stockstory:7e9d6c34f094b:0-orion-blink-charging-applied-digital-domo-and-urban-outfitters-shares-are-falling-what-you-need-to-know/","No direct company mechanism","development","fd5e70b533348e4971096bc58d2d9d25"
"MAG7-0089","AMZN","2025-09-06 09:48:00+00:00","Hour Loop Shares Soar 59% Following Significant Gains","Not Relevant","StocksToTrade","https://stockstotrade.com/news/hourloopinc-hour-news-2025_09_06/","No direct company mechanism","development","13eaa6cb7e02a51938b931e9b1100a9c"
"MAG7-0072","AMZN","2025-10-13 13:22:58+00:00","Uncertainty over the economy and tariffs forces many retailers to be cautious on holiday hiring","Not Relevant","Fine Day 102.3","https://www.finedayradio.com/news/u-s-srn-news/uncertainty-over-the-economy-and-tariffs-forces-many-retailers-to-be-cautious-on-holiday-hiring/","No direct company mechanism","held_out_test","a848e8ad2b6cc8c9c5e9d262ba1a5756"
"MAG7-0117","AMZN","2025-10-15 06:35:48+00:00","Promising Retail Stocks To Follow Now – October 13th","Not Relevant","Defense World","https://www.defenseworld.net/2025/10/15/promising-retail-stocks-to-follow-now-october-13th.html","No direct company mechanism","development","8bb83a3d6418bc229b11a5abc746ab21"
"MAG7-0108","AMZN","2025-10-15 07:30:00+00:00","New to Investing? These Are 3 Solid Blue Chip Stocks You Can Build Your Portfolio Around - The Motley Fool","Not Relevant","The Motley Fool","https://www.fool.com/investing/2025/10/15/new-to-investing-these-are-3-solid-blue-chip-stock/","No direct company mechanism","development","61535a28f9822f1900efe01d5c6ee18f"
"MAG7-0067","AMZN","2025-10-15 13:30:00+00:00","OpenAI partners with Walmart to let users buy products in ChatGPT - Star-Herald","Not Relevant","Star-Herald","https://starherald.com/news/nation-world/business/article_5a628f12-02fc-5454-85ab-bcdb7f3e2635.html","No direct company mechanism","held_out_test","cf31821574aeba25d3924f8a16c7f6a0"
"MAG7-0110","AMZN","2025-11-22 10:46:37+00:00","May Hill Capital LLC Grows Stock Holdings in Amazon.com, Inc. $AMZN","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-may-hill-capital-llc-grows-stock-holdings-in-amazoncom-inc-amzn-2025-11-22/","No direct company mechanism","development","899de4c58eafe4687c6241d6a76bc4af"
"MAG7-0090","AMZN","2025-12-01 20:39:57+00:00","Grayscale Prepares Launch of First Spot Chainlink (LINK) ETF in the U.S.","Not Relevant","mexc.co","https://www.mexc.co/en-PH/news/210543","No direct company mechanism","development","a8f1b64696659832f783cf412bb449b8"
"MAG7-0068","AMZN","2025-12-03 09:14:29+00:00","Amazon.com, Inc. $AMZN Holdings Cut by C WorldWide Group Holding A S","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-amazoncom-inc-amzn-holdings-cut-by-c-worldwide-group-holding-a-s-2025-12-03/","No direct company mechanism","held_out_test","20d298898c8ead4a53c2631371af05e8"
"MAG7-0070","AMZN","2025-12-04 23:09:11+00:00","Datadog CFO Obstler sells $1.98 million in shares","Not Relevant","Investing.com","https://m.investing.com/news/insider-trading-news/datadog-cfo-obstler-sells-198-million-in-shares-93CH-4392333?ampMode=1","No direct company mechanism","held_out_test","c260345359e71f8394f783ad41950709"
"MAG7-0107","AMZN","2025-12-06 03:52:46+00:00","Eminence Fully Exits Installed Building Products After a Year of Outperformance","Not Relevant","Nasdaq","https://www.nasdaq.com/articles/eminence-fully-exits-installed-building-products-after-year-outperformance","No direct company mechanism","development","27e9a1da231b413b5019f3606d0ba2a4"
"MAG7-0101","AMZN","2025-12-09 10:08:50+00:00","The Zacks Analyst Blog Highlights IBM, Amazon, Google, IonQ and D-Wave Quantum","Not Relevant","Yahoo Finance","https://finance.yahoo.com/news/zacks-analyst-blog-highlights-ibm-100400337.html","No direct company mechanism","development","a2936f377e6ac56b9bc746c39dc3f943"
"MAG7-0061","AMZN","2025-12-11 15:10:03+00:00","Should You Buy, Sell or Hold FedEx Stock Before Q2 Earnings?","Not Relevant","Finviz","https://finviz.com/news/251798/should-you-buy-sell-or-hold-fedex-stock-before-q2-earnings","No direct company mechanism","held_out_test","23fb392e7171ee2087c461b118542999"
"MAG7-0069","AMZN","2025-12-11 17:17:00+00:00","Why Synergy (NASDAQ: SNYR) Could Hit $7 Sooner Than Expected – Beverage Rollout Ignites 2026 Growth Acceleration","Not Relevant","Markets Financial Content","https://markets.financialcontent.com/wral/article/abnewswire-2025-12-11-why-synergy-nasdaq-snyr-could-hit-7-sooner-than-expected-beverage-rollout-ignites-2026-growth-acceleration","No direct company mechanism","held_out_test","2a7758e0dc990cd470171d071968c8e5"
"MAG7-0085","AMZN","2025-12-15 10:25:00+00:00","Vita Coco Company Inc. (NASDAQ: COCO) Soars to All-Time High Amid Strong Performance and Favorable Market Winds","Not Relevant","Markets Financial Content","https://markets.financialcontent.com/stocks/article/marketminute-2025-12-15-vita-coco-company-inc-nasdaq-coco-soars-to-all-time-high-amid-strong-performance-and-favorable-market-winds","No direct company mechanism","development","e4a19d4f88284228166c8a00124bbb09"
"MAG7-0114","AMZN","2025-12-16 11:08:41+00:00","Advisory Services Network LLC Raises Holdings in Thermo Fisher Scientific Inc. $TMO","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-advisory-services-network-llc-raises-holdings-in-thermo-fisher-scientific-inc-tmo-2025-12-16/","No direct company mechanism","development","5539997bf4743f434f2cecb1dd3e0c55"
"MAG7-0113","AMZN","2025-12-16 15:21:00+00:00","How Buying Plug Power Stock Today Could 10x Your Net Worth","Not Relevant","The Motley Fool","https://www.fool.com/investing/2025/12/16/how-buying-plug-power-stock-today-could-10x-your-n/","No direct company mechanism","development","4c8a10a29bc423b792a5b9691ae93e60"
"MAG7-0077","AMZN","2025-12-17 15:10:56+00:00","Urban Outfitters Has Been Executing Well but Lacks an Edge in the Saturated US Apparel Retail Space","Not Relevant","Morningstar","https://www.morningstar.com/company-reports/1374548-urban-outfitters-has-been-executing-well-but-lacks-an-edge-in-the-saturated-us-apparel-retail-space","No direct company mechanism","held_out_test","a9e7ada77ed910c2dd221faf63bdf0a4"
"MAG7-0087","AMZN","2025-12-21 18:57:31+00:00","Amazon rival FlexShopper files Chapter 11 bankruptcy","Not Relevant","MSN","https://www.msn.com/en-us/money/companies/amazon-rival-flexshopper-files-chapter-11-bankruptcy/ar-AA1SRuA1?ocid=BingNewsVerp","No direct company mechanism","development","e122d51fc4ae74542f71daad8a5c43e6"
"MAG7-0082","AMZN","2025-12-22 02:09:51+00:00","CM SEC Filings - Canadian Imperial Bank of Commerce 10-K, 10-Q, 8-K Forms","Not Relevant","Stock Titan","https://www.stocktitan.net/sec-filings/CM/page-13.html","No direct company mechanism","development","d3fc7b11a1600f864a809f251c927d7b"
"MAG7-0098","AMZN","2025-12-29 20:47:46+00:00","Costco's 2025: 3 Things Investors Should Know Heading Into the New Year","Not Relevant","Finviz","https://finviz.com/news/263873/costcos-2025-3-things-investors-should-know-heading-into-the-new-year","No direct company mechanism","development","bed23c0604400d1fb3ac374431933dad"
"MAG7-0074","AMZN","2025-12-30 18:08:31+00:00","Target stock slips today as activist pressure stays in focus — what investors are watching next","Not Relevant","ts2.tech","https://ts2.tech/en/target-stock-slips-today-as-activist-pressure-stays-in-focus-what-investors-are-watching-next/","No direct company mechanism","held_out_test","7feaf6c488fe78632db966c6bf4d5d1e"
"MAG7-0102","AMZN","2026-04-01 02:07:05+00:00","Amazon.com, Inc. (AMZN) upgraded on AI-driven growth and margin expansion prospects","Not Relevant","MSN","http://www.msn.com/en-us/money/news/amazon-com-inc-amzn-upgraded-on-ai-driven-growth-and-margin-expansion-prospects/ar-AA1ZQLm0?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1","No direct company mechanism","development","a776a907693b43928bc9a3b43d24a3d4"
"MAG7-0097","AMZN","2026-04-02 19:06:00+00:00","TNL Mediagene's AI Revenue Strategy Picks Up Momentum—Will TollBit Partnership Spark an EBITDA Recovery by 2026?","Not Relevant","Bitget","https://www.bitget.com/amp/news/detail/12560605332400","No direct company mechanism","development","fe427ea1b9121347a6aa439271b2c48e"
"MAG7-0099","AMZN","2026-04-05 05:09:06+00:00","Should UPS’s Network Overhaul And Fuel Surcharge Moves Require Action From United Parcel Service (UPS) Investors?","Not Relevant","Sahm","https://www.sahmcapital.com/news/content/should-upss-network-overhaul-and-fuel-surcharge-moves-require-action-from-united-parcel-service-ups-investors-2026-04-04","No direct company mechanism","development","f5142d15eca2116747174b155fb4d06b"
"MAG7-0071","AMZN","2026-04-06 09:00:04+00:00","The Ridiculously Nerdy Intel Bet That Could Rake in Billions","Not Relevant","WIRED","https://www.wired.com/story/why-chip-packaging-could-decide-the-next-phase-of-the-ai-boom/","No direct company mechanism","held_out_test","499e621f7396495e3e17462e4292c339"
"MAG7-0092","AMZN","2026-04-06 14:11:15+00:00","[424B2] TORONTO DOMINION BANK Prospectus Supplement","Not Relevant","Stock Titan","https://www.stocktitan.net/sec-filings/TD/424b2-toronto-dominion-bank-prospectus-supplement-61260c097316.html","No direct company mechanism","development","c6784a37f68576387b5c87c812a1a8bf"
"MAG7-0062","AMZN","2026-04-07 00:49:23+00:00","CVS Pharmacy: Essential Retail for Health and Wellness Needs","Not Relevant","AD HOC NEWS","https://www.ad-hoc-news.de/boerse/news/ueberblick/cvs-pharmacy-essential-retail-for-health-and-wellness-needs/69091628","No direct company mechanism","held_out_test","d087ea72421fe6a48da1ff5ad89b7e71"
"MAG7-0073","AMZN","2026-04-07 20:37:49+00:00","Intel is going all-in on advanced chip packaging","Not Relevant","Ars Technica","https://arstechnica.com/gadgets/2026/04/intel-is-going-all-in-on-advanced-chip-packaging/","No direct company mechanism","held_out_test","e706bcc0a04aab02622ed3b9c7291c44"
"MAG7-0086","AMZN","2026-04-08 11:50:05+00:00","Kroger Expands Partnership With Food Surplus Platform Flashfood to Over 100 Stores","Not Relevant","Progressive Grocer","https://progressivegrocer.com/kroger-expands-partnership-food-surplus-platform-flashfood-over-100-stores","No direct company mechanism","development","437b7ad1791dd168dbc8f4f6f0578d9c"
"MAG7-0112","AMZN","2026-04-09 20:10:31+00:00","[Form 4] MIAMI INTERNATIONAL HOLDINGS, INC. Insider Trading Activity","Not Relevant","Stock Titan","https://www.stocktitan.net/sec-filings/MIAX/form-4-miami-international-holdings-inc-insider-trading-activity-a8d90aa3ba20.html","No direct company mechanism","development","c408871a94165eb65d1d53b9cf955e18"
"MAG7-0119","AMZN","2026-04-19 23:39:37+00:00","Quickplay's Triple Play of New Customers, Products and Partnerships Set to Dominate NAB 2026","Not Relevant","Sahm","https://www.sahmcapital.com/news/content/quickplays-triple-play-of-new-customers-products-and-partnerships-set-to-dominate-nab-2026-2026-04-19","No direct company mechanism","development","433515cd0297da49b982599d21dae716"
"MAG7-0115","AMZN","2026-04-20 01:24:40+00:00","Walmart Inc. stock (US9311421039): Why does its everyday low price strategy still drive investor ret","Not Relevant","AD HOC NEWS","https://www.ad-hoc-news.de/boerse/news/ueberblick/walmart-inc-stock-us9311421039-why-does-its-everyday-low-price/69209919","No direct company mechanism","development","782e50e7d2a1bbe2c145426949d3bf8e"
"MAG7-0136","GOOGL","2023-08-28 22:12:57+00:00","Avis, Google, Hibbett, other settlement checks in the mail","Not Relevant","Class Action Lawsuits","https://topclassactions.com/lawsuit-settlements/class-action-settlement-checks-mailed/avis-google-hibbett-other-settlement-checks-in-the-mail/","No direct company mechanism","held_out_test","2c1da03feeef8158bb03b6d1caacb3cb"
"MAG7-0163","GOOGL","2023-08-29 08:00:00+00:00","Ginkgo Bioworks and Google Cloud Partner to Build Next Generation AI Platform for Biological Engineering and Biosecurity","Not Relevant","PR Newswire","https://www.prnewswire.com/news-releases/ginkgo-bioworks-and-google-cloud-partner-to-build-next-generation-ai-platform-for-biological-engineering-and-biosecurity-301912283.html","Direct commercial or supply link","development","d2ff5612c9642631c0d3679b45f585f0"
"MAG7-0127","GOOGL","2024-03-20 15:56:38+00:00","Domino's class action alleges company captures, stores customer voiceprints during ordering","Not Relevant","Class Action Lawsuits","https://topclassactions.com/lawsuit-settlements/privacy/bipa/dominos-class-action-alleges-company-captures-stores-customer-voiceprints-during-ordering/","No direct company mechanism","held_out_test","4e64f22e2ed687c6032c318215d1952b"
"MAG7-0150","GOOGL","2024-04-24 15:11:58+00:00","Meta earnings: Stock decline could wipe out about $200 billion in market cap","Not Relevant","MarketWatch","https://www.marketwatch.com/livecoverage/meta-earnings-facebook-q1-stock-results-expectations?gaa_at=eafs&gaa_n=AWEtsqcxuSiJrGGhwvj6jnNBnqr6jhzhw6eUTld0B5lXUETH2_Idl6z34ZcI&gaa_ts=6999cebf&gaa_sig=htFnDaeyKifDoRfxGl-rwtjd4i_RVKQeu3YsIy3o2ijLfJcVaj4mSAy8qosNvqm2yyWyJ3W9wSj4Xsyp7valXQ%3D%3D","No direct company mechanism","development","64772a3d0ab17dfecaa2350276ccefb0"
"MAG7-0146","GOOGL","2024-06-19 13:04:18+00:00","Kraft, Walmart, & WestRock Dish on Demand Planning, Supply Chain Platform Implementation","Not Relevant","Packaging World","https://www.packworld.com/trends/logistics-supply-chain/article/22913059/kraft-walmart-westrock-dish-on-demand-planning-supply-chain-platform-implementation","No direct company mechanism","development","1039e712949b47bc34ea6d312bd27ac6"
"MAG7-0158","GOOGL","2024-07-25 00:00:00+00:00","Data center renewables demand drives strong Q2 for NextEra Energy Resources","Not Relevant","Utility Dive","https://www.utilitydive.com/news/nextera-energy-resources-data-center-renewables-demand-google/722354/","No direct company mechanism","development","3051a0b21e7c391fc6248510b14ab239"
"MAG7-0138","GOOGL","2024-11-08 11:24:00+00:00","Wipro Launches Google Gemini Experience Zone To Accelerate AI-Driven Innovation","Not Relevant","NDTV Profit","https://www.ndtvprofit.com/technology/wipro-launches-google-gemini-experience-zone-to-accelerate-ai-driven-innovation","Direct commercial or supply link","held_out_test","55444150172491b116db4c4a523e0863"
"MAG7-0137","GOOGL","2024-11-15 00:00:00+00:00","Bloom Energy Corporation (BE) Secures Landmark 1 GW Fuel Cell Supply Agreement with American Electric Power to Power AI Data Centers","Not Relevant","Yahoo Finance","https://finance.yahoo.com/news/bloom-energy-corporation-secures-landmark-221107592.html","No direct company mechanism","held_out_test","84bbe35dc083439b885521462bb0bb43"
"MAG7-0177","GOOGL","2025-01-15 00:00:00+00:00","EPAM Expands Collaboration with Google Cloud to Deliver Scalable AI Solutions for Industry Transformation","Not Relevant","EPAM","https://www.epam.com/about/newsroom/press-releases/2025/epam-expands-collaboration-with-google-cloud-to-deliver-scalable-ai-solutions-for-industry-transformation","Direct commercial or supply link","development","074afe23a6ac37a43ba78c3fdd4d3ef8"
"MAG7-0142","GOOGL","2025-02-14 04:36:45+00:00","Google, SoftBank invest in QuEra's neutral atom quantum computer project - CHOSUNBIZ","Relevant","Chosunbiz","https://biz.chosun.com/en/en-science/2025/02/14/MZ62M3XMAZGTBFT6BUNHJ7KDWU/","Direct competitive change","development","ee4807cdae5847e2a2555c1838b62344"
"MAG7-0126","GOOGL","2025-02-18 04:03:56+00:00","Baidu Stock Slips After Dip In Advertising Revenue Overshadows Q4 Earnings Beat: Retail’s Still Impressed","Not Relevant","Stocktwits","https://stocktwits.com/news-articles/markets/equity/baidu-stock-slips-despite-2024-q4-beat/ch5YpIjRvQ","No direct company mechanism","held_out_test","8a7ac5de21fdc5213284ae542afa1cab"
"MAG7-0176","GOOGL","2025-02-26 16:00:00+00:00","Amdocs and Google Cloud Announce Partnership Expansion to Optimize 5G Network Operations with AI","Not Relevant","PR Newswire","https://www.prnewswire.com/news-releases/amdocs-and-google-cloud-announce-partnership-expansion-to-optimize-5g-network-operations-with-ai-302386512.html","Direct commercial or supply link","development","6f3e65abd2e1c617fb9b9f0a1fb48e95"
"MAG7-0140","GOOGL","2025-03-06 02:47:31+00:00","Carrier, Google Partner for Energy Management Initiative","Not Relevant","ACHR News","https://www.achrnews.com/articles/164252-carrier-google-partner-for-energy-management-initiative","Direct commercial or supply link","development","d481616f712203c82024404ca7e2634f"
"MAG7-0132","GOOGL","2025-03-27 03:13:11+00:00","Kyndryl Stock Sinks After Short-Seller Alleges IBM Deal Masked Billions In Hidden Costs – But Retail Traders Aren’t Buying It","Not Relevant","Stocktwits","https://stocktwits.com/news-articles/markets/equity/kendryl-dives-after-short-seller-gotham-city-research-calls-stock-univestible/chJ246FRbEe","No direct company mechanism","held_out_test","e48caa81e990740b3650a97114749a4b"
"MAG7-0130","GOOGL","2025-06-13 22:35:06+00:00","Expedia and Accor CEOs: AI to Reinvent the Future of Travel","Not Relevant","PYMNTS.com","https://www.pymnts.com/news/artificial-intelligence/2025/expedia-accor-ceos-ai-reinvent-future-travel/","No direct company mechanism","held_out_test","bf02a1b0bfad93c67a0146f9340feee0"
"MAG7-0169","GOOGL","2025-06-19 00:00:00+00:00","Sundar Pichai Sales Alphabet Stock Worth $5.6 Million","Not Relevant","TechGraph","https://techgraph.co/stock-market/sundar-pichai-sales-alphabet-stock-worth-5-6-million/","No direct company mechanism","development","63eda27b0d298f1ec245fe74555ea775"
"MAG7-0124","GOOGL","2025-06-23 18:30:00+00:00","WISeSat.Space and SEALSQ Launch New Satellite with SpaceX,","Not Relevant","GlobeNewswire","https://www.globenewswire.com/news-release/2025/06/23/3103896/0/en/WISeSat-Space-and-SEALSQ-Launch-New-Satellite-with-SpaceX-Enabling-the-First-Ever-DePIN-from-Space-and-Advancing-Quantum-Safe-Space-Communications.html","No direct company mechanism","held_out_test","afc169911b6201057058373e80b72458"
"MAG7-0148","GOOGL","2025-10-14 19:48:04+00:00","Sports Media Briefs: Netflix Sacks Bigger NFL Deals; NBA TV Scores More Games, Shows; YouTube TV Could Lose ESPN? - The TV Answer Man!","Not Relevant","The TV Answer Man!","https://tvanswerman.com/2025/10/14/sports-media-briefs-netflix-sacks-bigger-nfl-deals-nba-tv-scores-more-games-shows-youtube-tv-could-lose-espn/","No direct company mechanism","development","866838c43f92dabe158c3c57cdc7aa90"
"MAG7-0166","GOOGL","2025-10-16 07:34:56+00:00","Adtalem Global Education Partners with Google Cloud to Launch New AI Credentials Program - World Business Outlook","Not Relevant","World Business Outlook","https://worldbusinessoutlook.com/adtalem-global-education-partners-with-google-cloud-to-launch-new-ai-credentials-program/","Direct commercial or supply link","development","0f46c61be5c25c3ffc025818d642fc0d"
"MAG7-0174","GOOGL","2025-10-16 12:21:12+00:00","Should You be Excited about Medpace Holdings’ (MEDP) Prospects? - Insider Monkey","Not Relevant","Insider Monkey","https://www.insidermonkey.com/blog/should-you-be-excited-about-medpace-holdings-medp-prospects-1628849/","No direct company mechanism","development","1ba93eb1848eac1903527c500c1a7848"
"MAG7-0178","GOOGL","2025-10-16 13:00:00+00:00","Agentic AI poised to redefine travel — Sabre releases whitepaper on conversational commerce and bookings - Stock Titan","Not Relevant","Stock Titan","https://www.stocktitan.net/news/SABR/the-next-travel-influencer-isn-t-a-person-it-s-a-3vfg72qef0nk.html","No direct company mechanism","development","1f898baed40fbb3ba2bbcbbb0d4c000d"
"MAG7-0129","GOOGL","2025-10-17 11:00:00+00:00","The Future of Professional Criticism Looks Something Like This - The Atlantic","Not Relevant","The Atlantic","https://www.theatlantic.com/culture/2025/10/arts-criticism-future/684523/?utm_source=feed","No direct company mechanism","held_out_test","96d17d148f4c7a8ff66ea5d5c22c4f84"
"MAG7-0149","GOOGL","2025-10-21 03:02:04+00:00","NetApp Boosts ONTAP Security With OPSWAT Integration for Safer Data","Not Relevant","The Globe and Mail","https://www.theglobeandmail.com/investing/markets/stocks/PSTG/pressreleases/35563980/netapp-boosts-ontap-security-with-opswat-integration-for-safer-data/","No direct company mechanism","development","0a0d776f5a4fda0134a99dd5627b65d3"
"MAG7-0171","GOOGL","2025-11-07 17:14:00+00:00","Alphabet CEO Pichai Sundar sells $9.2 million in stock","Not Relevant","Investing.com","https://m.investing.com/news/insider-trading-news/alphabet-ceo-pichai-sundar-sells-92-million-in-stock-93CH-4344114?ampMode=1","No direct company mechanism","development","7ada88e857d0068ff6d621333ae25808"
"MAG7-0134","GOOGL","2025-11-09 10:38:37+00:00","Tevis Investment Management Raises Stock Holdings in Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-tevis-investment-management-raises-stock-holdings-in-alphabet-inc-googl-2025-11-09/","No direct company mechanism","held_out_test","f1bd11782b91c5376c20ea83b7b5a4ed"
"MAG7-0179","GOOGL","2025-11-10 08:46:13+00:00","Daymark Wealth Partners LLC Increases Stock Position in Alphabet Inc. $GOOGL","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-daymark-wealth-partners-llc-increases-stock-position-in-alphabet-inc-googl-2025-11-10/","No direct company mechanism","development","f9c287082612e8e6b8e1b135ad6148ae"
"MAG7-0147","GOOGL","2025-11-22 08:27:56+00:00","Demystifying Data: A Look Inside the Real-Time Data and AI-Powered Workflows that Drive Deal Central","Not Relevant","Cox Automotive Inc.","https://www.coxautoinc.com/deal-central/resources/demystifying-data-a-look-inside-the-ai-that-drives-deal-central/","No direct company mechanism","development","fa544c8bc2bc5231afe96d35db97e3a5"
"MAG7-0155","GOOGL","2025-11-27 11:11:36+00:00","Prudential Financial Inc. Buys 35,402 Shares of Super Micro Computer, Inc. $SMCI","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-prudential-financial-inc-buys-35402-shares-of-super-micro-computer-inc-smci-2025-11-27/","No direct company mechanism","development","1e8ebf5f6a49dbfab798e09561a48aea"
"MAG7-0164","GOOGL","2025-12-05 23:49:24+00:00","Alphabet CEO Pichai Sundar sells $10.3m in GOOGL stock","Not Relevant","Investing.com","https://www.investing.com/news/insider-trading-news/alphabet-ceo-pichai-sundar-sells-103m-in-googl-stock-93CH-4394547","No direct company mechanism","development","eeb6093eb1f5f523d527f1dc5d0e879b"
"MAG7-0161","GOOGL","2025-12-09 14:54:00+00:00","Is Netflix’s massive $83 billion Warner Bros. Discovery deal actually a sign of weakness?","Not Relevant","MarketWatch","https://www.marketwatch.com/story/is-netflixs-massive-83-billion-warner-bros-discovery-deal-actually-a-sign-of-weakness-cea85350?gaa_at=eafs&gaa_n=AWEtsqffn55WrUs2rnM4XPuQH54YlJzLvUaVL6F33XOdlFAhh-PzVelZ_kDi&gaa_ts=693a70ed&gaa_sig=ClCdaA2UCf7Ja74bX5ZCOgBdppW6W-TEQ8JSiwUXeW4Kb0i9eiR2-JGHgSkd3n6ktK4Y4T0DKKKGfOfseWq8Bg%3D%3D","No direct company mechanism","development","2cc3b5d61130f1b1b32d943cc234ebd7"
"MAG7-0160","GOOGL","2025-12-15 00:09:10+00:00","How Investors May Respond To BlackLine (BL) Saudi Cloud Launch And Compliance-Focused Expansion","Not Relevant","Simply Wall Street","https://simplywall.st/stocks/us/software/nasdaq-bl/blackline/news/how-investors-may-respond-to-blackline-bl-saudi-cloud-launch/amp","No direct company mechanism","development","1fa6d35dce71c36f2fd186f632595f58"
"MAG7-0121","GOOGL","2025-12-15 20:27:53+00:00","CoStar Group Stock (CSGP) Slumps as Google Tests Home Listings in Search: Latest News, Forecasts, and Outlook (Dec. 15, 2025)","Not Relevant","ts2.tech","https://ts2.tech/en/costar-group-stock-csgp-slumps-as-google-tests-home-listings-in-search-latest-news-forecasts-and-outlook-dec-15-2025/","Product or operations","held_out_test","7df7a373cc9062feea7e6a7a75f3729d"
"MAG7-0122","GOOGL","2025-12-17 16:08:37+00:00","Hut 8 selects Entergy, Southeast Louisiana for $10 billion artificial intelligence data center","Not Relevant","Entergy","https://www.entergy.com/news/hut-8-selects-entergy-southeast-louisiana-for-10-billion-artificial-intelligence-data-center","No direct company mechanism","held_out_test","f53c8fbfa2daaabfd967f00bcbe93ce7"
"MAG7-0128","GOOGL","2025-12-18 10:08:48+00:00","Rep. Gilbert Ray Cisneros, Jr. Purchases Shares of Canadian Pacific Kansas City Limited (NYSE:CP)","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/rep-gilbert-ray-cisneros-jr-purchases-shares-of-canadian-pacific-kansas-city-limited-nysecp-2025-12-18/","No direct company mechanism","held_out_test","95fe6519dbf8d6889788ba19f37e54b1"
"MAG7-0175","GOOGL","2025-12-18 10:43:11+00:00","Texas Permanent School Fund Corp Decreases Holdings in Cintas Corporation $CTAS","Not Relevant","MarketBeat","https://www.marketbeat.com/instant-alerts/filing-texas-permanent-school-fund-corp-decreases-holdings-in-cintas-corporation-ctas-2025-12-18/","No direct company mechanism","development","f5f2a02b75e0d8bdd638eb4267de8f7b"
